일련번호,의료기관명,병상수,소재지,설립구분,개설일자,전화번호,데이터기준일자
1660,배사랑내과의원,0,"양산시 물금읍 청운로 178, 아르누보시티 503, 504호",민간,2016-10-21,055-781-2232,2023-12-31
1661,예스피부과의원,0,"양산시 물금읍 삽량로 40, 세종프라자 빌딩 5층 502호",민간,2016-09-27,055-781-1153,2023-12-31
1662,베스트비뇨기과의원,0,"양산시 물금읍 삽량로 40, 세종프라자 빌딩 7층 704호",민간,2016-09-26,055-382-0555,2023-12-31
1663,제이드의원,0,"양산시 물금읍 청운로 178, 아르누보시티 402호",민간,2016-09-22,055-379-3315,2023-12-31
1664,내가찾던의원,0,"양산시 양산역6길 3, 센트럴스위트 502, 503, 504호 (중부동)",민간,2016-09-09,055-365-7579,2023-12-31
1665,우리들이비인후과의원,0,"양산시 물금읍 청운로 178, 아르누보시티 5층 501호",민간,2016-08-23,055-383-8575,2023-12-31
1666,댄의원,0,"양산시 물금읍 청운로 178, 아르누보시티 6층 602호",민간,2016-07-20,055-363-6161,2023-12-31
1667,닥터강의원,0,"양산시 물금읍 서들로 148, 채움 5층 504호",민간,2016-07-15,055-383-5070,2023-12-31
1668,웅상이내과의원,0,"양산시 소주회야1길 13, 남양상가 203,204,205호 (소주동)",민간,2016-06-17,055-384-6575,2023-12-31
1669,동안의원,0,"양산시 물금읍 야리로 45, E-PLAZA 5층 502호",민간,2016-06-14,055-372-6284,2023-12-31
1670,하하정형외과의원,0,"양산시 물금읍 증산역로 143, 지오프라자 3층 303호",민간,2016-05-19,055-372-0017,2023-12-31
1671,센텀플러스신경외과의원,0,"양산시 물금읍 청운로 185, 오즈시티 5층",민간,2016-04-08,055-381-7588,2023-12-31
1672,비타민내과의원,0,양산시 동면 금오13길 4,민간,2016-03-10,055-367-7501,2023-12-31
1673,참좋은내과의원,0,"양산시 물금읍 청운로 188, 나래시티 304호,305호",민간,2016-03-07,055-781-1282,2023-12-31
1674,밝은김안과의원,0,"양산시 서일동로 39, 자연빌딩 3,4층 (중부동)",민간,2016-02-24,055-367-9116,2023-12-31
1675,에델여성의원,29,"양산시 물금읍 야리로 127, 4층(전부),5층(501~503),6층(607)호",민간,2016-02-19,055-912-0300,2023-12-31
1676,에코이비인후과의원,0,"양산시 물금읍 새실로 159, 202호 (나래메트로시티 B동)",민간,2016-01-15,055-365-7565,2023-12-31
1677,김동현내과의원,0,"양산시 중앙로 124, 1층 (남부동)",민간,2015-09-04,055-367-7579,2023-12-31
1678,이재호내과의원,0,양산시 서창로 170-1 (삼호동),민간,2015-08-20,055-364-8807,2023-12-31
1679,오투소아청소년과의원,0,"양산시 물금읍 범어로 62, 602호 (치선타운)",민간,2015-04-03,055-365-5051,2023-12-31
1680,제일연합의원,0,"양산시 덕계로 45 (덕계동, 온누리큰사랑약국)",민간,2015-03-12,055-365-3119,2023-12-31
1681,미소앤미의원,0,"양산시 서창로 166, 4층 (삼호동)",민간,2015-02-27,055-367-1882,2023-12-31
1682,착한피부과의원,0,"양산시 번영로 13, 4층 (덕계동)",민간,2015-02-13,055-365-3003,2023-12-31
1683,좋은이비인후과의원,0,"양산시 번영로 13, 401호 (덕계동)",민간,2015-02-11,055-386-1119,2023-12-31
1684,김혜린의 아름다운 내과 의원,0,양산시 덕계로 23 (덕계동),민간,2015-02-02,055-365-6688,2023-12-31
1685,행복한마취통증의학과의원,0,"양산시 양산역6길 17, 청림타워 302호,303호 (중부동)",민간,2015-01-30,055-386-8856,2023-12-31
1686,윤이비인후과의원,0,"양산시 물금읍 청운로 188, 301호 (나래시티)",민간,2015-01-28,055-367-9873,2023-12-31
1687,류마신백내과의원,0,"양산시 양산역로 71, 노바메디칼센터 4, 5층 (중부동)",민간,2015-01-16,055-365-2119,2023-12-31
1688,홍내과의원,3,"양산시 양산역6길 9, 3층 (중부동, BYC빌딩)",민간,2014-12-04,055-912-1004,2023-12-31
1689,다나메디의원,0,"양산시 소주회야1길 3, 3층 (소주동, 골든빌딩 )",민간,2014-10-07,055-388-7586,2023-12-31
1690,길이비인후과의원,0,"양산시 동면 금오13길 4, 네오스퀘어 4층 402,403호",민간,2014-09-15,055-364-5550,2023-12-31
1691,순산부인과의원,5,"양산시 덕계로 115 (덕계동, 최선용소아과의원)",민간,2014-08-11,055-388-0798,2023-12-31
1692,낙동연합의원,0,양산시 상북면 양산대로 1400,민간,2014-04-24,055-374-1224,2023-12-31
1693,엔젤리내과의원,0,"양산시 물금읍 범어로 62, 3층 302호, 303호 (치선타운)",민간,2014-01-02,055-388-1475,2023-12-31
1694,성모항맥외과의원,8,"양산시 강변로 438, 3층 301호 302호 (중부동, 크리스탈타워)",민간,2013-08-29,055-602-0100,2023-12-31
1695,에스케이안과의원,0,"양산시 삽량로 175-1 (중부동, 송은클리닉 3층)",민간,2013-03-28,055-386-8240,2023-12-31
1696,서창이비인후과의원,0,"양산시 서창로 166, 3층 (삼호동, 솔약국)",민간,2013-01-22,055-781-2005,2023-12-31
1697,하이뷰안과의원,0,"양산시 물금읍 삽량로 40, 5층 504호 (세종메디컬빌딩)",민간,2012-09-04,055-781-1007,2023-12-31
1698,원이비인후과의원,0,"양산시 양산역6길 17, 403호 (중부동, 청림타워)",민간,2012-08-29,055-389-0037,2023-12-31
1699,이동일소아청소년과의원,0,"양산시 물금읍 삽량로 40, 6층 602호 (세종메디컬센터)",민간,2012-07-16,055-367-8275,2023-12-31
1700,우리이비인후과의원,0,양산시 물금읍 신주로 49 (물금빌딩 202호),민간,2012-04-27,055-381-0119,2023-12-31
1701,인산정형외과의원,0,양산시 물금읍 삽량로 40 (세종메디칼프라자 4층 401호),민간,2012-02-24,055-383-0453,2023-12-31
1702,임병원마취통증의학과의원,0,"양산시 덕계로 86, 3층 (덕계동)",민간,2012-02-09,055-364-7582,2023-12-31
1703,안아픈마취통증의학과의원,0,"양산시 삼일로 82, 뱅뱅 2층 (중부동)",민간,2012-01-27,055-383-8275,2023-12-31
1704,서상희피부과의원,0,"양산시 물금읍 새실로 159, 나래메트로시티 A동 405,406호",민간,2011-10-27,055-913-3235,2023-12-31
1705,양산성모안과의원,0,"양산시 강변로 438, 크리스탈타워 3층 (중부동)",민간,2011-02-28,055-366-0103,2023-12-31
1706,김영록이비인후과의원,1,"양산시 양산역1길 24, 403호 (중부동, 영동프라자)",민간,2011-01-10,055-388-7543,2023-12-31
1707,이의원,0,"양산시 덕계로 17, 2층 (덕계동)",민간,2010-12-23,055-388-7222,2023-12-31
1708,세종내과의원,0,양산시 물금읍 삽량로 40,민간,2010-12-07,055-384-7200,2023-12-31
1709,수비뇨기과의원,3,"양산시 덕계로 85, 5층 (덕계동)",민간,2010-11-02,055-367-7588,2023-12-31
1710,서울가정의학과의원,0,양산시 덕계로 60-1 (덕계동),민간,2010-02-24,055-387-7582,2023-12-31
1711,미래로 피부과의원,0,"양산시 양산역1길 24, 영동프라자 501,502,503호 (중부동)",민간,2010-01-18,055-362-7585,2023-12-31
1712,밝은성모안과의원,0,"양산시 서창로 159, 남광빌딩 3층 (삼호동)",민간,2009-12-23,055-365-7676,2023-12-31
1713,모아이비인후과의원,1,"양산시 물금읍 삽량로 40, 503호 (세종메디칼)",민간,2009-11-20,055-363-7509,2023-12-31
1714,정동엽내과의원,0,"양산시 서창로 159, 남광빌딩 2층 (삼호동)",민간,2009-03-02,055-386-8637,2023-12-31
1715,장내과의원,0,"양산시 양산역1길 24, 304호 (중부동, 영동프라자)",민간,2008-07-17,055-363-1088,2023-12-31
1716,물금연합소아청소년과의원,0,"양산시 물금읍 신주로 49, 4층 401호 (물금빌딩)",민간,2008-04-24,055-364-7580,2023-12-31
1717,가람의원,0,"양산시 서일동로 39, 자연빌딩 2층 (중부동)",민간,2008-03-05,055-367-3922,2023-12-31
1718,고운누리의원,0,"양산시 삼호1길 34 (삼호동, 롯데마트)",민간,2008-02-20,055-386-7582,2023-12-31
1719,정이비인후과의원,0,"양산시 양주로 46, 202호 (남부동)",민간,2008-02-14,055-386-5552,2023-12-31
1720,차정형외과의원,0,양산시 물금읍 황산로 659,민간,2008-01-03,055-388-7582,2023-12-31
1721,윤소아청소년과의원,0,"양산시 서창로 184 (삼호동, 정초빌딩)",민간,2007-08-02,055-366-2671,2023-12-31
1722,미소연가정의학과의원,0,"양산시 삼호로 70 (삼호동, 웅상신도시푸르지오아파트)",민간,2007-04-23,055-386-0045,2023-12-31
1723,정명섭소아청소년과의원,0,"양산시 물금읍 야리로 45, 302호 (Eplaza)",민간,2007-03-07,055-363-8275,2023-12-31
1724,명가의원,0,"양산시 신명로 85, 101호 (평산동)",민간,2007-02-27,055-365-7583,2023-12-31
1725,자모산부인과의원,1,"양산시 삼일로 68 (중부동, 3층)",민간,2005-12-12,055-386-8634,2023-12-31
1726,현대의료소비자생활협동조합 현대메디컬의원,29,"양산시 서일동2길 37-1, 현대정형외과 (중부동)",민간,2005-10-17,055-384-8880,2023-12-31
1727,미래의원,0,"양산시 물금읍 동중1길 8, 미래의원",민간,2005-08-11,055-362-5592,2023-12-31
1728,미즈모아여성의원,18,"양산시 양산역6길 9, 비와이씨마트 6, 7, 8층 (중부동)",민간,2005-05-06,055-365-0202,2023-12-31
1729,행복한가정의원,0,"양산시 상북면 반회서4길 12-23, 2층",민간,2005-04-28,055-374-7582,2023-12-31
1730,정다운의원,0,"양산시 동면 금오13길 46-5, 2층 201호",민간,2005-03-21,055-362-6989,2023-12-31
1731,연대항외과의원,9,"양산시 양산역6길 17, 5층 (중부동, 청림타워)",민간,2005-03-18,055-366-8275,2023-12-31
1732,보아스안과의원,0,양산시 번영로 13 (덕계동),민간,2005-03-09,055-366-9888,2023-12-31
1733,참사랑정형외과의원,29,양산시 삽량로 199 (중부동),민간,2005-02-24,055-367-0086,2023-12-31
1734,양산연합의원,0,"양산시 양산역로 75, 4층 (중부동, 양산메디칼빌딩)",민간,2005-02-21,055-366-9866,2023-12-31
1735,강소아청소년과의원,0,"양산시 동면 금오13길 20, 센텀빌딩 501,502호",민간,2004-11-25,055-365-7585,2023-12-31
1736,웅상박내과의원,0,"양산시 서창로 168 (삼호동, 농협)",민간,2004-09-01,055-364-2220,2023-12-31
1737,강경순의원,0,"양산시 신기서길 23, 202,203호 (신기동, 주공아파트상가)",민간,2004-08-31,055-365-7582,2023-12-31
1738,새로운정형외과의원,0,양산시 번영로 13 (덕계동),민간,2004-06-24,055-387-9119,2023-12-31
1739,푸른내과의원,0,"양산시 양산역로 85, 시티타워 2층 203호 (중부동)",민간,2004-04-30,055-381-7582,2023-12-31
1740,푸른정형외과의원,0,"양산시 양산역로 85, 시티타워 205~210호 (중부동)",민간,2004-04-29,055-383-7501,2023-12-31
1741,북정제일의원,0,"양산시 북정11길 3 (북정동, 3층)",민간,2003-11-21,055-363-7585,2023-12-31
1742,양산강남의원,1,"양산시 양산역6길 3, 203호,204호 (중부동, 센트럴스위트)",민간,2003-11-01,055-367-5885,2023-12-31
1743,세민정형외과의원,0,"양산시 서창로 202, 세민정형외과 1~3층 (삼호동)",민간,2003-05-19,055-365-5100,2023-12-31
1744,으뜸산부인과의원,0,"양산시 서창로 193 (삼호동, 으뜸산부인과의원)",민간,2002-12-14,055-365-1400,2023-12-31
1745,성모정형외과의원,29,"양산시 공단로 55 (북정동, 성모정형외과의원빌딩)",민간,2002-10-25,055-388-9123,2023-12-31
1746,탑이비인후과의원,0,양산시 서창로 186 (삼호동),민간,2002-10-02,055-366-5802,2023-12-31
1747,황외과의원,0,양산시 덕계로 41 (덕계동),민간,2002-07-24,055-366-7582,2023-12-31
1748,강남비뇨기과의원,0,양산시 덕계로 86 (덕계동),민간,2002-05-14,055-387-3875,2023-12-31
1749,미래안과의원,0,"양산시 양산역6길 17, 401호 (중부동, 청림타워)",민간,2002-04-25,055-389-0075,2023-12-31
1750,김진호내과의원,0,양산시 북정11길 3 (북정동),민간,2002-04-19,055-386-4880,2023-12-31
1751,굿모닝의원,0,"양산시 두전길 42, 206호 (어곡동, 삼성파크빌상가)",민간,2002-03-15,055-386-8626,2023-12-31
1752,이진정형외과의원,29,"양산시 덕계로 22, 이진정형외과 (덕계동)",민간,2001-10-04,055-364-5511,2023-12-31
1753,정필주소아청소년과의원,0,"양산시 양주로 156, 324호 (중부동, 대동황토방)",민간,2001-09-05,055-372-4297,2023-12-31
1754,하마취통증의학과의원,0,"양산시 양산역1길 24, 601호 (중부동, 영동프라자)",민간,2001-03-14,055-384-8875,2023-12-31
1755,이경환이비인후과의원,0,양산시 중앙로 124 (남부동),민간,2000-12-09,055-388-7007,2023-12-31
1756,이인재산부인과의원,0,양산시 덕계로 85 (덕계동),민간,2000-08-29,055-365-5547,2023-12-31
1757,물금의원,0,"양산시 물금읍 오봉로 195, 2층",민간,2000-08-22,055-385-7471,2023-12-31
1758,대범소아청소년과의원,0,"양산시 양주로 129, 2층 (중부동, 대범빌딩)",민간,2000-03-18,055-372-5885,2023-12-31
1759,늘푸른가정의학과의원,0,"양산시 소주회야로 85, 2층 (소주동, 늘푸른가정의학과)",민간,1999-11-02,055-385-2011,2023-12-31
1760,류수현내과의원,0,양산시 서일동2길 56 (중부동),민간,1999-08-12,055-381-5383,2023-12-31
1761,더뷰티의원,0,"양산시 물금읍 범어로 62, 치선타운 405호",민간,1999-05-13,055-372-3993,2023-12-31
1762,명성의원,0,"양산시 서창로 158 (삼호동, 명성의원)",민간,1999-04-19,055-364-1190,2023-12-31
1763,양산안과의원,3,양산시 중앙로 143 (중부동),민간,1998-04-30,055-387-8282,2023-12-31
1764,양산내과영상의학과의원,10,"양산시 양산역6길 3 (중부동, 센트럴스위트 3층 301~304호)",민간,1998-04-25,055-385-1234,2023-12-31
1765,현대중앙마취통증의학과의원,0,양산시 물금읍 황산로 385,민간,1997-10-13,055-382-6332,2023-12-31
1766,최선용소아청소년과의원,0,양산시 덕계로 115 (덕계동),민간,1997-10-11,055-367-1216,2023-12-31
1767,조병철의원,0,"양산시 북정11길 3, 2층 (북정동)",민간,1997-09-03,055-387-7682,2023-12-31
1768,이상훈내과의원,0,"양산시 덕계로 85 (덕계동, 메디팜한사랑약국)",민간,1997-09-01,055-364-2679,2023-12-31
1769,한사랑이비인후과의원,0,"양산시 덕계로 117, 2층 (덕계동)",민간,1997-04-25,055-388-3966,2023-12-31
1770,배내과의원,0,양산시 중앙로 134 (중부동),민간,1997-02-04,055-386-7576,2023-12-31
1771,신평성심의원,0,"양산시 하북면 신평로 54, 2층 일부",민간,1997-01-20,055-381-2675,2023-12-31
1772,전피부과의원,0,"양산시 양산역1길 7, 204호 (중부동)",민간,1997-01-10,055-389-1564,2023-12-31
1773,서창제일의원,0,"양산시 서창로 188 (삼호동, 서창제일의원)",민간,1996-03-13,055-367-0732,2023-12-31
1774,훈의원,0,"양산시 덕계로 72, 2~3층 (덕계동)",민간,1995-12-22,055-364-8561,2023-12-31
1775,안희이비인후과의원,1,"양산시 덕계로 85, 3층 (덕계동)",민간,1995-06-26,055-388-3366,2023-12-31
1776,김덕한의원,0,양산시 물금읍 황산로 597,민간,1994-12-06,055-387-0863,2023-12-31
1777,강내과의원,0,"양산시 서창로 212 (삼호동, 강내과의원)",민간,1994-09-14,055-389-0449,2023-12-31
1778,이동완내과의원,0,양산시 덕계로 86 (덕계동),민간,1994-04-30,055-387-8575,2023-12-31
1779,김동훈의원,0,양산시 상북면 반회서6길 18,민간,1992-10-08,055-374-1563,2023-12-31
1780,조이비뇨기과의원,0,"양산시 삼일로 67, 301호 (북부동, 네오프라자)",민간,1992-06-05,055-387-2211,2023-12-31
1781,백대근내과의원,0,양산시 서창서1길 26-8 (삼호동),민간,1992-04-29,055-385-2165,2023-12-31
1782,이석규이비인후과의원,2,"양산시 삽량로 199, 서린프라자 3층 304호 (중부동)",민간,1992-04-09,055-387-0824,2023-12-31
1783,이내과의원,0,"양산시 하북면 신평로 39, 2층",민간,1991-10-28,055-383-4182,2023-12-31
1784,이상팔내과의원,0,"양산시 삼일로 67, 4층 (북부동)",민간,1991-02-22,055-386-0888,2023-12-31
1785,박내과의원,0,양산시 북안남6길 12 (북부동),민간,1985-03-29,055-385-6481,2023-12-31
1786,덕영내과,0,의령군 의령읍 의병로 217,민간,2005-07-15,055-574-0071,2023-12-31
1787,복음의원,0,의령군 의령읍 충익로 23-6,민간,2008-03-03,055-573-9977,2023-12-31
1788,신반의원,0,의령군 부림면 신번로 151-1,민간,1991-12-10,055-574-0020,2023-12-31
1789,신 부림의원,0,의령군 부림면 신번로 147-1,민간,2022-09-27,055-573-9988,2023-12-31
1790,제일의원,0,의령군 의령읍 의병로 235-1,민간,2012-06-15,055-572-2996,2023-12-31
1791,현대의원,0,의령군 의령읍 충익로 27,민간,1991-01-31,055-573-1451,2023-12-31
1792,명성의원,0,의령군 의령읍 의병로 207-1,민간,2016-04-05,055-573-0777,2023-12-31
1793,하나의원,0,의령군 의령읍 의병로 226-1,민간,1998-12-18,055-573-9482,2023-12-31
1794,의령정형외과의원,0,의령군 의령읍 의병로 205,민간,2022-04-22,055-573-7582,2023-12-31
1795,혜성의원,0,의령군 의령읍 의병로 22길 13-8,민간,2020-08-19,055-573-5500,2023-12-31
1796,부자연합의원,0,의령군 정곡면 법정로 932-10,민간,2023.12.26.,055-572-2211,2023-12-31
1797,회성의원,0,함안군 가야읍 가야6길 17,민간,2004-09-10,055-583-2018,2023-12-31
1798,상쾌한이비인후과의원,0,"함안군 가야읍 가야로 40, 2층",민간,2006-11-08,055-584-3975,2023-12-31
1799,성심의원,0,"함안군 가야읍 가야로 50, 2,3층",민간,2007-08-30,055-585-8288,2023-12-31
1800,함안미래산부인과의원,0,"함안군 가야읍 가야로 69, 3층 301호",민간,2004-03-18,055-585-8275,2023-12-31
1801,박내과의원,0,"함안군 가야읍 남경길 32, 2층",민간,2003-07-07,055-584-3300,2023-12-31
1802,아라의원,0,함안군 가야읍 방목1길 16-27,민간,2014-04-30,055-585-8825,2023-12-31
1803,인제의원,0,"함안군 가야읍 함마대로 1636-16, 2층 ",민간,2003-05-09,055-583-1010,2023-12-31
1804,명성마취통증의학과의원,0,"함안군 가야읍 함마대로 1636-16, 301호",민간,2002-12-13,055-585-7500,2023-12-31
1805,참사랑의원,0,함안군 가야읍 함안대로 528,민간,2001-03-23,055-583-1929,2023-12-31
1806,고려의원,0,"함안군 가야읍 함안대로 548, 1,2층",민간,2010-03-02,055-583-2211,2023-12-31
1807,제일의원,0,함안군 군북면 중암8길 12-10,민간,2007-04-12,055-585-7560,2023-12-31
1808,구자운의원,0,함안군 군북면 지두2길 50,민간,1987-03-11,055-585-5111,2023-12-31
1809,늘푸른의원,0,"함안군 군북면 함마대로 805, 1층",민간,2010-03-24,055-585-7582,2023-12-31
1810,경희의원,0,함안군 대산면 대산중앙로 203,민간,1993-10-27,055-582-9800,2023-12-31
1811,복음의원,0,함안군 대산면 대산중앙로 218-2,민간,2000-03-09,055-582-7533,2023-12-31
1812,진성의원,0,함안군 칠원면 성내길 14,민간,2000-03-25,055-587-7670,2023-12-31
1813,윤의원,0,함안군 칠원읍 구성길 30,민간,1996-02-23,055-587-9592,2023-12-31
1814,보람가정의학과의원,0,함안군 칠원읍 원서로 10,민간,2001-06-21,055-586-0501,2023-12-31
1815,우리들의원,0,"함안군 칠원읍 호암길 14, 202호",민간,2010-09-30,055-586-4757,2023-12-31
1816,행복의원,0,"창녕군 영산면 영산중앙길 3, 만복빌딩 2층",민간,2021-12-07,055-521-8275,2023-12-31
1817,경대연합의원,0,"창녕군 창녕읍 우포2로 1223, 2층",민간,2020-05-18,055-532-4238,2023-12-31
1818,늘푸른의원,0,"창녕군 남지읍 낙동로 498-2, 3층",민간,2020-04-27,055-521-7582,2023-12-31
1819,창녕경남의원,0,창녕군 창녕읍 옥만길 9,민간,2020-04-23,055-532-5588,2023-12-31
1820,연아통증의학과의원,0,"창녕군 창녕읍 창녕시장길 86, 1,2층",민간,2020-04-01,055-533-0808,2023-12-31
1821,창녕밝은안과의원,0,"창녕군 창녕읍 군청길 18, 6층 601,602호",민간,2019-09-16,055-533-8877,2023-12-31
1822,창녕제일의원,0,창녕군 창녕읍 창녕시장길 89,민간,2018-11-07,055-532-8400,2023-12-31
1823,창녕원이비인후과의원,0,"창녕군 창녕읍 군청길 18, 성동빌딩 5층",민간,2018-03-07,055-533-2224,2023-12-31
1824,김진권피부과의원,0,"창녕군 창녕읍 창녕대로 65, 백민빌딩 3층",민간,2017-12-21,055-532-8820,2023-12-31
1825,수비뇨기과의원,0,창녕군 창녕읍 교리1길 4,민간,2017-05-29,055-533-5599,2023-12-31
1826,연세사랑마취통증의학과의원,2,"창녕군 창녕읍 창녕대로 65, 백민빌딩 3층",민간,2017-04-05,055-532-8887,2023-12-31
1827,현대의원,0,창녕군 영산면 영산계성로 79,민간,2016-04-21,055-521-2633,2023-12-31
1828,신세계내과의원,0,창녕군 남지읍 남지중앙로 112 ((광산빌딩2층)),민간,2013-04-01,055-526-4411,2023-12-31
1829,경남연합의원,0,"창녕군 창녕읍 당산1길 26-22, 부림빌딩 2층, 3층",민간,2012-04-12,055-532-7553,2023-12-31
1830,삼성신경외과의원,24,창녕군 창녕읍 창녕시장길 75,민간,2008-12-01,055-532-3052,2023-12-31
1831,동산소아청소년과의원,0,"창녕군 창녕읍 창녕시장길 87, 2층",민간,2007-06-01,055-533-9696,2023-12-31
1832,서울고려의원,0,창녕군 부곡면 원앙로 211,민간,2006-07-05,055-521-4045,2023-12-31
1833,삼성안과의원,0,창녕군 창녕읍 명덕로 47,민간,2005-10-27,055-533-8582,2023-12-31
1834,신창녕 속내과의원,0,"창녕군 창녕읍 명덕로 47, 1층",민간,2005-02-21,055-533-7599,2023-12-31
1835,하나의원,0,창녕군 부곡면 원앙로 240,민간,2004-06-10,055-521-1189,2023-12-31
1836,영산의원,0,"창녕군 영산면 영산계성로 57, 2층",민간,2004-05-24,055-521-2800,2023-12-31
1837,최익수정형외과의원,26,창녕군 창녕읍 우포2로 1209,민간,2003-10-02,055-533-9028,2023-12-31
1838,이산부인과의원,0,창녕군 창녕읍 명덕로 64-1,민간,2002-09-03,055-533-1952,2023-12-31
1839,녹십자의원,0,창녕군 남지읍 낙동로 518,민간,2002-02-14,055-526-5879,2023-12-31
1840,동화의원,0,창녕군 영산면 연지길 37-1,민간,2002-01-17,055-521-2580,2023-12-31
1841,삼성의원,0,창녕군 남지읍 동포로 10,민간,2001-06-30,055-526-0097,2023-12-31
1842,중앙마취통증의학과의원,0,창녕군 창녕읍 명덕로 66-1,민간,1995-04-03,055-532-1450,2023-12-31
1843,서승연내과의원,0,창녕군 창녕읍 명덕로 64-1,민간,1992-01-18,055-533-5998,2023-12-31
1844,김외과의원,0,창녕군 남지읍 동포로 11,민간,1990-05-03,055-526-5225,2023-12-31
1845,강남마취통증의학과의원,0,"고성군 거류면 거류로 642, 2층",민간,2006-01-12,055-672-0811,2023-12-31
1846,고성바른본의원,0,"고성군 고성읍 동외로 166, 2층",민간,2022-04-12,055-953-9996,2023-12-31
1847,고성밝은안과 의원,0,"고성군 고성읍 동외로 175, 양강빌딩 2층 203호",민간,2018-02-27,055-672-5777,2023-12-31
1848,고성비뇨기과 의원,0,"고성군 고성읍 동외로 157, 302호303호",민간,2013-04-10,055-674-7575,2023-12-31
1849,고성성모안과의원,0,고성군 고성읍 동외로 156,민간,2007-08-23,055-672-5252,2023-12-31
1850,김환태내과의원,0,고성군 고성읍 동외로 156,민간,1999-08-10,055-674-8275,2023-12-31
1851,배둔성모의원,0,고성군 회화면 배둔로 20,민간,2002-05-05,055-673-9051,2023-12-31
1852,복음의원,0,고성군 고성읍 중앙로25번길 70-5,민간,2001-02-09,055-674-8119,2023-12-31
1853,부산의원,0,고성군 회화면 배둔로27번길 6,민간,1994-07-22,055-673-2007,2023-12-31
1854,삼성가정의학과의원,0,고성군 고성읍 남포로162번길 76,민간,1997-02-06,055-673-4123,2023-12-31
1855,서진호의원,0,고성군 영오면 영회로 1,민간,1999-06-09,055-673-1977,2023-12-31
1856,성모의원,0,고성군 고성읍 중앙로 22,민간,1990-07-18,055-674-2742,2023-12-31
1857,시원 신경외과의원,0,고성군 고성읍 동외로 175 (양강빌딩),민간,2017-06-28,055-673-8338,2023-12-31
1858,신통마취통증의학과의원,0,"고성군 고성읍 동외로 156, 4층 (한길빌딩)",민간,2008-12-29,055-672-2888,2023-12-31
1859,이상흠이비인후과의원,0,고성군 고성읍 중앙로43번길 29,민간,2002-02-22,055-674-7993,2023-12-31
1860,장내과의원,0,"고성군 고성읍 중앙로 53, 1층",민간,2003-03-11,055-674-7585,2023-12-31
1861,정일성의원,0,고성군 고성읍 송학로122번길 19-2,민간,2012-02-15,055-673-8866,2023-12-31
1862,참편한내과의원,0,"고성군 고성읍 중앙로25번길 57, A가1동 2층 204호 (시장상가)",민간,2004-11-29,055-673-7666,2023-12-31
1863,상주우리의원,0,남해군 상주면 남해대로 699,민간,2020-12-31,055-863-3337,2023-12-31
1864,남해중앙메디컬의원,29,남해군 남해읍 망운로10번길 20,민간,2020-06-08,055-864-0222,2023-12-31
1865,김내과의원,0,남해군 남해읍 화전로 82,민간,2016-08-17,055-864-9393,2023-12-31
1866,우리들의원,0,남해군 남해읍 화전로96번가길 24,민간,2016-01-29,055-862-9205,2023-12-31
1867,일등내과의원,0,남해군 남해읍 화전로96번가길 4,민간,2015-03-30,055-863-1012,2023-12-31
1868,한양신경외과의원,0,남해군 남해읍 화전로 85,민간,2014-04-15,055-864-3399,2023-12-31
1869,삼동의원,0,남해군 삼동면 봉화로 4-3,민간,2009-06-01,055-867-7582,2023-12-31
1870,연세안과의원,0,"남해군 남해읍 화전로 85, 1층",민간,2006-05-25,055-862-0357,2023-12-31
1871,남해금산의원,0,남해군 이동면 무림로 47-1,민간,2004-06-21,055-863-3635,2023-12-31
1872,복음내과의원,0,남해군 남해읍 망운로9번길 5,민간,2003-03-31,055-864-5811,2023-12-31
1873,이경화산부인과의원,0,"남해군 남해읍 화전로96번가길 4-2, 1층",민간,2003-03-13,055-864-7353,2023-12-31
1874,미조은혜의원,0,남해군 미조면 미송로 47,민간,2002-10-08,055-867-2500,2023-12-31
1875,누가의원,0,남해군 남해읍 화전로96번가길 11,민간,2000-04-21,055-864-8254,2023-12-31
1876,남해한국의원,0,남해군 남해읍 화전로 103,민간,2000-04-19,055-864-6900,2023-12-31
1877,창선의원,0,남해군 창선면 창선로 68,민간,1999-05-25,055-867-0880,2023-12-31
1878,현대정형외과의원,29,남해군 남해읍 화전로 70-1,민간,1999-05-15,055-864-7582,2023-12-31
1879,서울의원,0,남해군 고현면 탑동로 55-1,민간,1998-02-03,055-863-0858,2023-12-31
1880,남면의원,0,남해군 남면 남서대로 784-2,민간,1996-09-30,055-862-2718,2023-12-31
1881,남해삼성외과의원,0,남해군 남해읍 화전로 106-1,민간,1995-06-29,055-862-9975,2023-12-31
1882,김광세이비인후과의원,0,남해군 남해읍 화전로 73,민간,1993-04-01,055-864-2108,2023-12-31
1883,인제의원,0,남해군 창선면 옥천로 3-1,민간,1993-04-01,055-867-8070,2023-12-31
1884,남해성모의원,0,남해군 남해읍 화전로122번길 11,민간,1992-05-22,055-864-2312,2023-12-31
1885,고려의원,0,하동군 하동읍 동광길 1,민간,1993-02-26,055-884-2449,2023-12-31
1886,청해의원,0,하동군 진교면 진교중앙길 13,민간,1994-11-24,055-882-8540,2023-12-31
1887,세종의원,0,하동군 옥종면 옥종중앙길 60-1,민간,1998-03-05,055-883-6175,2023-12-31
1888,진교외과의원,0,하동군 진교면 진교중앙길 11,민간,1998-12-10,055-884-7582,2023-12-31
1889,김병수의원,0,하동군 하동읍 중앙로 17,민간,2000-08-03,055-884-0760,2023-12-31
1890,양지의원,0,하동군 하동읍 중앙로 18,민간,2001-02-28,055-884-1233,2023-12-31
