시설명,주소,경도,위도
참사랑의원,함안군 가야읍 함안대로 528,128.407848934,35.274095587
고려의원,"함안군 가야읍 함안대로 548, 1,2층",128.406027846,35.275655107
제일의원,함안군 군북면 중암8길 12-10,128.346078564,35.261674658
구자운의원,함안군 군북면 지두2길 50,128.345772756,35.259617489
늘푸른의원,"함안군 군북면 함마대로 805, 1층",128.345491542,35.262077170
경희의원,함안군 대산면 대산중앙로 203,128.428975626,35.351670147
복음의원,함안군 대산면 대산중앙로 218-2,128.428319718,35.352966951
진성의원,함안군 칠원면 성내길 14,,
윤의원,함안군 칠원읍 구성길 30,128.517888545,35.305788772
보람가정의학과의원,함안군 칠원읍 원서로 10,128.518413118,35.308298217
우리들의원,"함안군 칠원읍 호암길 14, 202호",128.521843446,35.275247949
행복의원,"창녕군 영산면 영산중앙길 3, 만복빌딩 2층",128.527149581,35.456670748
경대연합의원,"창녕군 창녕읍 우포2로 1223, 2층",128.489642220,35.543087817
늘푸른의원,"창녕군 남지읍 낙동로 498-2, 3층",128.478788407,35.388797987
창녕경남의원,창녕군 창녕읍 옥만길 9,128.497482576,35.541049368
연아통증의학과의원,"창녕군 창녕읍 창녕시장길 86, 1,2층",128.497458292,35.541178382
창녕밝은안과의원,"창녕군 창녕읍 군청길 18, 6층 601,602호",128.492057355,35.542571350
창녕제일의원,창녕군 창녕읍 창녕시장길 89,128.496903272,35.541440509
창녕원이비인후과의원,"창녕군 창녕읍 군청길 18, 성동빌딩 5층",128.492057355,35.542571350
김진권피부과의원,"창녕군 창녕읍 창녕대로 65, 백민빌딩 3층",128.494459609,35.538975665
수비뇨기과의원,창녕군 창녕읍 교리1길 4,128.493880321,35.542341616
연세사랑마취통증의학과의원,"창녕군 창녕읍 창녕대로 65, 백민빌딩 3층",128.494459609,35.538975665
현대의원,창녕군 영산면 영산계성로 79,128.526017840,35.458352769
신세계내과의원,창녕군 남지읍 남지중앙로 112 ((광산빌딩2층)),128.481761240,35.392071948
경남연합의원,"창녕군 창녕읍 당산1길 26-22, 부림빌딩 2층, 3층",128.496350703,35.541941691
삼성신경외과의원,창녕군 창녕읍 창녕시장길 75,128.496923059,35.540708513
동산소아청소년과의원,"창녕군 창녕읍 창녕시장길 87, 2층",128.496743324,35.541259617
서울고려의원,창녕군 부곡면 원앙로 211,128.591388586,35.436865138
삼성안과의원,창녕군 창녕읍 명덕로 47,128.494691819,35.542972372
신창녕 속내과의원,"창녕군 창녕읍 명덕로 47, 1층",128.494691819,35.542972372
하나의원,창녕군 부곡면 원앙로 240,128.594348421,35.436754677
영산의원,"창녕군 영산면 영산계성로 57, 2층",128.526268402,35.456370242
최익수정형외과의원,창녕군 창녕읍 우포2로 1209,128.488623840,35.543967068
이산부인과의원,창녕군 창녕읍 명덕로 64-1,128.496104339,35.542481552
녹십자의원,창녕군 남지읍 낙동로 518,128.481049560,35.389043144
동화의원,창녕군 영산면 연지길 37-1,128.529818137,35.454680008
삼성의원,창녕군 남지읍 동포로 10,128.481978248,35.390033716
중앙마취통증의학과의원,창녕군 창녕읍 명덕로 66-1,128.496427387,35.542526346
서승연내과의원,창녕군 창녕읍 명덕로 64-1,128.496104339,35.542481552
김외과의원,창녕군 남지읍 동포로 11,128.481340987,35.390232325
강남마취통증의학과의원,"고성군 거류면 거류로 642, 2층",128.404502570,34.988291738
고성바른본의원,"고성군 고성읍 동외로 166, 2층",128.326297368,34.976095606
고성밝은안과 의원,"고성군 고성읍 동외로 175, 양강빌딩 2층 203호",128.325909041,34.976962686
고성비뇨기과 의원,"고성군 고성읍 동외로 157, 302호303호",128.325641419,34.975323704
고성성모안과의원,고성군 고성읍 동외로 156,128.326125188,34.975124820
김환태내과의원,고성군 고성읍 동외로 156,128.326125188,34.975124820
배둔성모의원,고성군 회화면 배둔로 20,128.368390239,35.056482652
복음의원,고성군 고성읍 중앙로25번길 70-5,128.324213951,34.977284163
부산의원,고성군 회화면 배둔로27번길 6,128.369354285,35.057025508
삼성가정의학과의원,고성군 고성읍 남포로162번길 76,128.323859544,34.976042539
서진호의원,고성군 영오면 영회로 1,128.188073856,35.090822352
성모의원,고성군 고성읍 중앙로 22,128.322456526,34.974014644
시원 신경외과의원,고성군 고성읍 동외로 175 (양강빌딩),128.325909041,34.976962686
신통마취통증의학과의원,"고성군 고성읍 동외로 156, 4층 (한길빌딩)",128.326125188,34.975124820
이상흠이비인후과의원,고성군 고성읍 중앙로43번길 29,128.325023828,34.975266435
장내과의원,"고성군 고성읍 중앙로 53, 1층",128.326030262,34.974310809
정일성의원,고성군 고성읍 송학로122번길 19-2,128.323851364,34.977424959
참편한내과의원,"고성군 고성읍 중앙로25번길 57, A가1동 2층 204호 (시장상가)",128.323663818,34.977097729
상주우리의원,남해군 상주면 남해대로 699,127.986256330,34.723423985
남해중앙메디컬의원,남해군 남해읍 망운로10번길 20,127.893128667,34.839946033
김내과의원,남해군 남해읍 화전로 82,127.894266515,34.838506709
우리들의원,남해군 남해읍 화전로96번가길 24,127.894894659,34.842035565
일등내과의원,남해군 남해읍 화전로96번가길 4,127.895029353,34.840055547
한양신경외과의원,남해군 남해읍 화전로 85,127.893713048,34.838866312
삼동의원,남해군 삼동면 봉화로 4-3,128.034251914,34.807722617
연세안과의원,"남해군 남해읍 화전로 85, 1층",127.893713048,34.838866312
남해금산의원,남해군 이동면 무림로 47-1,127.953171468,34.801535299
복음내과의원,남해군 남해읍 망운로9번길 5,127.893374560,34.837690071
이경화산부인과의원,"남해군 남해읍 화전로96번가길 4-2, 1층",127.895191281,34.840075893
미조은혜의원,남해군 미조면 미송로 47,128.045655623,34.712733761
누가의원,남해군 남해읍 화전로96번가길 11,127.894759271,34.840843811
남해한국의원,남해군 남해읍 화전로 103,127.893696460,34.840406384
창선의원,남해군 창선면 창선로 68,128.013393234,34.855190466
현대정형외과의원,남해군 남해읍 화전로 70-1,127.894499397,34.837455688
서울의원,남해군 고현면 탑동로 55-1,127.872756494,34.895955567
남면의원,남해군 남면 남서대로 784-2,127.886213869,34.771483885
남해삼성외과의원,남해군 남해읍 화전로 106-1,127.894058628,34.840710749
김광세이비인후과의원,남해군 남해읍 화전로 73,127.893957922,34.837738946
인제의원,남해군 창선면 옥천로 3-1,128.012788785,34.854963305
남해성모의원,남해군 남해읍 화전로122번길 11,127.895151306,34.842298984
고려의원,하동군 하동읍 동광길 1,127.748594480,35.070871111
청해의원,하동군 진교면 진교중앙길 13,127.903458195,35.028885414
세종의원,하동군 옥종면 옥종중앙길 60-1,127.879892154,35.180663987
진교외과의원,하동군 진교면 진교중앙길 11,127.903614226,35.028919624
김병수의원,하동군 하동읍 중앙로 17,127.750650183,35.070201416
양지의원,하동군 하동읍 중앙로 18,127.750604002,35.070541407
하동세란의원,하동군 하동읍 경서대로 162,127.751084639,35.069331241
참사랑연합의원,"하동군 하동읍 중앙로 18, 2층",127.750604002,35.070541407
백의원,하동군 진교면 민다리길 69,127.902911339,35.027925697
두레원의원,하동군 진교면 진교중앙길 14-3,127.902924818,35.029302149
하동중앙의원,하동군 하동읍 연화길 6,127.753218416,35.071402797
삼성정형외과의원,하동군 하동읍 중앙로 21,127.750123305,35.070159195
서울안과의원,"하동군 하동읍 중앙로 15, 경남은행 2층",127.750849247,35.070153633
성심의원,하동군 하동읍 시장2길 15-1 (2층),127.750254208,35.069926877
하동현대의원,하동군 하동읍 중앙로 15,127.750849247,35.070153633
보덕의원,하동군 화개면 화개로 14,127.623279825,35.189603703
하동군민여성의원,하동군 하동읍 중앙로 115,127.740306163,35.073697153
전도성모의원,"하동군 금남면 섬진강대로 971, 전도상가타운 2층",127.809231739,34.996690773
참사랑내과의원,"하동군 하동읍 중앙로 18, 2층",127.750604002,35.070541407
신세계의원,산청군 단성면 목화로968번길 17,127.958089330,35.298004235
제생의원,산청군 산청읍 웅석봉로 10,127.876462145,35.416335954
윤의원,산청군 시천면 남명로 205 (윤의원),127.839280565,35.277350449
청송의원,산청군 산청읍 웅석봉로 18,127.875847808,35.415615989
덕산가정의학과의원,산청군 시천면 남명로 199,127.838391936,35.277364852
황도영의원,산청군 신안면 원지로 17,127.974339673,35.303139156
밝은서울안과의원,산청군 산청읍 웅석봉로 6,127.876824584,35.416603563
서울의원,산청군 산청읍 중앙로 19,127.876931868,35.415569791
한마음의원,산청군 산청읍 덕계로 21,127.878180457,35.416471216
현대가정의학과의원,"산청군 신안면 지리산대로 3475, 101호 (근공인중개사사무소)",127.972071002,35.303562836
신통의원,"산청군 산청읍 꽃봉산로91번길 33, 2층",127.876701223,35.415256881
예의원,"산청군 신안면 원지강변로63번길 30-26, 2층",127.972036450,35.302437673
신등하나의원,산청군 신등면 신차로 509,128.010390912,35.377564653
원지제일의원,"산청군 신안면 지리산대로 3464-1, 2층",127.970863394,35.303662054
우리들의원.한의원,"산청군 신안면 원지로4번길 2, 1층",127.972585131,35.303104538
속편한 내과의원,"함양군 함양읍 함양로 1174, 2층 202호",127.728788343,35.523252424
정해일의원,"함양군 함양읍 함양로 1143, 3층",127.727471573,35.520928489
함양튼튼정형외과의원,"함양군 함양읍 고운로 60, 2층",127.728024687,35.520416845
성모의원,함양군 함양읍 함양로 1128,127.727366338,35.519368376
나은마취통증의학과의원,"함양군 함양읍 용평중앙길 7-3, 2층",127.727540780,35.518689520
효자손마취통증의학과의원,"함양군 함양읍 학사루3길 4, 2층",127.725927485,35.518577809
한사랑의원,함양군 안의면 광풍로 138,127.812614627,35.628557762
중앙의원,"함양군 함양읍 용평중앙길 12, 2층",127.728072835,35.518478757
함양안과의원,"함양군 함양읍 용평중앙길 10-1, 3층",127.727972210,35.518395236
서상의원,함양군 서상면 서상로 255,127.687297321,35.678888558
함양웰소아청소년과의원,"함양군 함양읍 용평중앙길 4, 2층",127.727356840,35.518374656
현대가정의원,함양군 안의면 금성길 3,127.811792891,35.628488697
우리정형외과의원,함양군 함양읍 용평3길 24,127.730904657,35.519571538
한마음연합의원,함양군 함양읍 용평길 44,127.731847883,35.519838418
동신가정의학과의원,함양군 함양읍 용평중앙길 10-1,127.727972210,35.518395236
홍인의원,함양군 함양읍 고운로 77-4,127.729710481,35.521296802
제일가정의학과의원,함양군 함양읍 고운로 93,127.731370924,35.521477676
강남가정의학과의원,함양군 함양읍 함양로 1130,127.727499568,35.519692850
안의중앙의원,함양군 안의면 종로길 13,127.813241060,35.627836347
거창수이비인후과의원,"거창군 거창읍 거열로 116, 경남은행 3층",127.906505080,35.688593076
거창삼성내과의원,"거창군 거창읍 강변로 177, 아진프라자 2~3층(201호, 301호, 303호)",127.916133392,35.686172166
거창의원,거창군 거창읍 시장길 20,127.911776693,35.685294471
거창종합내과의원,"거창군 거창읍 중앙로 163-6, 2층",127.916209988,35.688170724
거창정형외과의원,"거창군 거창읍 거열로 118, 4층",127.906755339,35.688640231
척바른신경외과의원,"거창군 거창읍 거열로 116, 2층 (경남은행)",127.906505080,35.688593076
튼튼의원,"거창군 거창읍 거창대로 71-1, 2-3층",127.915440279,35.687969701
우리의원,"거창군 거창읍 거창대로 80, 현대외과의원",127.915678325,35.688720705
신&속내과의원,"거창군 거창읍 강남로1길 94-90, 3~4층",127.905597148,35.680990043
한마음연합의원,거창군 거창읍 중앙로1길 1,127.913123249,35.687432005
거창제일안과의원,"거창군 거창읍 중앙로 157, 2층",127.915243036,35.687808471
윤제통마취통증의학과의원,거창군 거창읍 거창대로 53-1,127.916095053,35.686386914
영대가정의학과의원,"거창군 거창읍 중앙로 157, 1층",127.915243036,35.687808471
거창제일이비인후과의원,거창군 거창읍 거창대로 78,127.915877260,35.688517970
준비뇨기과의원,"거창군 거창읍 중앙로 158-1, 2층 (카네기)",127.915454431,35.687414449
박내과의원,거창군 거창읍 거창대로 61,127.915931307,35.687025629
봄소아청소년과의원,거창군 거창읍 거창대로 78-1,127.915754773,35.688628742
신내과의원,거창군 거창읍 중앙로 136,127.913221717,35.686970074
서원정형외과의원,거창군 거창읍 거창대로 65 (서원정형외과),127.915620037,35.687305571
황정형외과의원,거창군 거창읍 강남로 206,127.919520670,35.685669079
실로암의원,"거창군 거창읍 거창대로 100, 5층 502호 (선보프라자)",127.915221472,35.690422079
거창성모안과의원,"거창군 거창읍 거창대로 52, 2층 (동성리젠시)",127.916808819,35.686419383
정외과의원,거창군 가조면 지산로 1487,128.015681620,35.709536650
김소아청소년과의원,"거창군 거창읍 거창대로 100, 301호 (선보프라자)",127.915221472,35.690422079
김덕성의원,거창군 거창읍 거창대로 58,127.916473762,35.686799523
고려정형외과의원,거창군 거창읍 강남로 194,127.918161311,35.685271097
최창수외과의원,거창군 거창읍 거열로 202,127.915561777,35.690771504
아림의원,거창군 거창읍 거창대로 99,127.914460296,35.690144451
삼보의원,"거창군 거창읍 거창대로2길 5, 2층 (삼보의원)",127.916238166,35.687512290
가야연합의원,합천군 가야면 황산3길 8,128.138083698,35.761508506
바른윤내과의원,합천군 합천읍 동서로 95,128.162829377,35.566728964
합천속편한내과의원,"합천군 합천읍 옥산로 68, 2층",128.162683156,35.568110507
합천참정형외과의원,"합천군 합천읍 대야로 894, 2층",128.163557056,35.567987900
해인의원,합천군 합천읍 충효로 98-14,128.162630033,35.568747665
소리샘이비인후과의원,합천군 합천읍 옥산로 86,128.164396764,35.567954376
천 야로의원,합천군 야로면 가야산로 349-5,128.168361149,35.705381544
합천밝은안과의원,합천군 합천읍 옥산로 70,128.162861093,35.568104823
이홍석내과의원,합천군 합천읍 옥산로 90,128.165095184,35.567913894
파티마마취통증의학과 의원,합천군 합천읍 옥산로 69,128.162818618,35.568423189
동부의원,합천군 초계면 초계중앙로 54,128.265901837,35.559077419
성심의원,합천군 삼가면 삼가중앙길 23,128.122064516,35.413463026
경남연합정형외과의원,합천군 합천읍 옥산로 70,128.162861093,35.568104823
제일의원,합천군 초계면 초계중앙로 86,128.269484673,35.558830783
중앙의원,합천군 합천읍 대야로 889,128.162994831,35.567795103
현대의원,합천군 삼가면 삼가1로 94,128.122812500,35.413732863
삼가의원,합천군 삼가면 삼가중앙길 27-8,128.122335784,35.413787385
고요한정신건강의학과의원,"창원시 성산구 상남로 126, 207호 (상남동)",128.683633170,35.224089349
상남아이재활의학과정신건강의학과의원,"창원시 성산구 상남로 126, 9층 902호 (상남동)",128.683633170,35.224089349
마음가는정신건강의학과의원,"창원시 성산구 상남로 73, 서울메디컬센터 1001,1003호 (상남동)",128.679868854,35.220636590
창원아이정신건강의학과의원,"창원시 성산구 용지로133번길 3, 1001.1002호 (중앙동)",128.679397816,35.227316440
마음편한정신건강의학과의원,"창원시 성산구 동산로 124, 성원아파트 성원종합상가 5층 515호 (상남동)",128.691613625,35.219342021
창원정신건강의학과의원,"창원시 성산구 원이대로 578, 구트병원빌딩 403호 (중앙동)",128.677949856,35.228369434
이도윤정신건강의학과의원,"창원시 의창구 의안로 41, 3층 (소답동, 성림메디칼빌딩)",128.623818233,35.265207504
닥터진정신건강의학과의원,창원시 성산구 원이대로 646 (상남동),128.684200102,35.224778700
루이스정신건강의학과의원,"창원시 성산구 마디미서로 26 (상남동, 한독빌딩)",128.682580322,35.222834256
마음과마음정신건강의학과의원,"창원시 성산구 원이대로 591, X프리빌딩 8층 (용호동)",128.679976372,35.228127015
열린마음정신건강의학과의원,"창원시 성산구 원이대로 652 (상남동, 롯데빌딩)",128.684676618,35.224512817
이인섭정신건강의학과의원,"창원시 성산구 상남로 122 (상남동, 롯데메디컬)",128.683329369,35.223715674
성가정신건강의학과의원,"창원시 의창구 우곡로217번길 36, 모리스빌딩 7층 (명서동)",128.650413796,35.241823427
더행복한정신건강의학과의원,"창원시 마산합포구 3·15대로 261, 6층 601호 (중앙동3가)",128.567230283,35.201632988
삼성공감정신건강의학과의원,"창원시 마산회원구 3·15대로 775, 합성메디칼센타 3층 (합성동)",128.584060123,35.240971508
문석호정신건강의학과의원,"창원시 마산합포구 해안대로 15, 파라다이스빌딩 4층 404-3호 (해운동)",128.560600390,35.180549219
삼성정신건강의학과의원,"창원시 마산회원구 3·15대로 800, 선메디칼빌딩 5층 (합성동)",128.585994528,35.242403659
송성민정신건강의학과의원,"창원시 마산합포구 합포로 74-1 (오동동, 농협)",128.579234397,35.205709476
정청정신건강의학과의원,"창원시 마산회원구 3·15대로 773 (합성동, 정청신경외과)",128.584023248,35.240737002
이상돈신경정신과의원,"창원시 마산회원구 3·15대로 744 (합성동, 송하빌딩)",128.582877960,35.238305576
이.문신경정신과의원,"창원시 마산회원구 3·15대로 772 (합성동, 경남고시학원)",128.584414691,35.240263064
정환증정신건강의학과의원,창원시 마산회원구 3·15대로 765-1 (합성동),128.583442647,35.240129042
제일신경정신과의원,"창원시 마산합포구 가포로 12 (해운동, 선진상가)",128.558205672,35.179110315
배신경정신과의원,"창원시 마산합포구 서성로 56 (신포동2가, 배신경정신과의원)",128.572083161,35.202311252
이끌림정신건강의학과의원,"창원시 진해구 진해대로1114번길 15, 가동 3층 (장천동)",128.709393813,35.129000442
최병훈정신건강의학과의원,창원시 진해구 충장로 133 (여좌동),128.666701024,35.152541289
한빛정신건강의학과의원,"진주시 진주대로 1083, 1,2층 (평안동)",128.082975132,35.196138697
명원정신건강의학과의원,"진주시 진양호로 526 (본성동, 백상빌딩)",128.083016783,35.192409025
진주정신건강의학과의원,"진주시 진주대로 894-3, 2층 (칠암동)",128.090817584,35.180332149
새빛정신건강의학과의원,"진주시 사들로 50, 3층 (충무공동)",128.148657319,35.172031818
공감정신건강의학과의원,"진주시 순환로 527, 7층701호, 8층802호 (평거동)",128.061436208,35.171204501
해마음정신건강의학과의원,"진주시 진주대로 880, 3층 (칠암동)",128.091333297,35.179172731
치유정신건강의학과의원,"진주시 동진로 182, 4층 (상대동)",128.111062349,35.179498612
박지혜정신건강의학과의원,"진주시 사들로 83, 미일빌딩 3층 302호 (충무공동)",128.148915506,35.175256086
황박정신건강의학과의원,"통영시 중앙로 269, 3층 (북신동)",128.428540092,34.854469244
통영정신건강의학과의원,"통영시 중앙로 289, 4층 402호 (북신동, 그랜드빌딩)",128.428349489,34.856176785
보듬앤 정신건강의학과의원,"김해시 삼계중앙로 27, 삼계메디칼 6층 (삼계동)",128.867930307,35.260726158
해맑은정신과의원,"김해시 삼계중앙로 22, 302호 (삼계동, 서빈굿타임빌딩)",128.867557327,35.260047099
한농교정신건강의학과의원,김해시 내외중앙로 44 (외동),128.866895492,35.233907736
이기주정신건강의학과의원,"김해시 분성로 321, 304호 (서상동, 골든에비뉴)",128.881128539,35.233608373
김철주정신건강의학과의원,"김해시 삼계중앙로 31, 대흥빌딩 202호 (삼계동)",128.868308923,35.260746669
마음숲정신건강의학과의원,"김해시 율하3로 38, 경보오션 403호 (율하동)",128.814376308,35.171266987
공감정신건강의학과의원,"김해시 능동로149번길 6, 남일빌딩 301호 (부곡동)",128.807642959,35.202620203
김재형정신건강의학과의원,"김해시 장유로 232, 코아상가 203호 (부곡동)",128.809337979,35.203559504
밀양정신건강의학과의원,"밀양시 삼문중앙로 38, 2층 (삼문동)",128.756138193,35.484970543
양정신건강의학과의원,밀양시 북성로2길 15-9 (내이동),128.743844639,35.499383777
거제정신건강의학과의원,"거제시 고현로 88, 202호 (고현동)",128.622548460,34.886115755
김찬우정신건강의학과의원,"거제시 거제중앙로 1893, 2층 (고현동)",128.623414513,34.887143710
물금정신건강의학과의원,"양산시 물금읍 메기로 199, 113호 (양산신도시 삼정그린코아 더 시티)",129.010335690,35.311179885
이지정신건강의학과의원,"양산시 양산역1길 14, 삼성생명 4층 403호 (중부동)",129.027570736,35.336120386
보스턴정신건강의학과의원,"양산시 물금읍 증산역로 180, 네오&스타 202호",129.009067546,35.308318114
양산숲정신건강의학과의원,"양산시 물금읍 청운로 178, 아르누보시티 3층 308호",129.002777847,35.316240905
양정신건강의학과의원,"양산시 번영로 13, 3층 (덕계동)",129.151379832,35.373982583
맑음정신건강의학과의원,"양산시 동면 금오로 255, 양산제일병원 3층 305호",129.027261506,35.316047715
라움정신건강의학과의원,"양산시 양산역6길 3, 3층 305호 (중부동, 센트럴스위트)",129.026602672,35.337800445
박정신건강의학과의원,양산시 삼일로 104 (중부동),129.038864310,35.343773902
월화수정신건강의학과의원,"함양군 함양읍 함양로 1173, 3층 304호",127.728135056,35.523570158
시온정신건강의학과의원,"거창군 거창읍 중앙로 164-3, 1층",127.916329619,35.687765219
서울현치과의원,"창원시 의창구 읍성로 71, 2층 (소답동)",128.625824702,35.265138501
서울센텀치과의원,"창원시 성산구 상남로 113, 수협중앙회 3층 (상남동)",128.682239157,35.223437107
리본구강내과치과의원,"창원시 성산구 상남로 122, 롯데메디컬 11층 (상남동)",128.683329369,35.223715674
정직한치과의원,"창원시 성산구 마디미로38번길 11, Nest빌딩 2층 218호 (상남동)",128.682506957,35.221535175
밝은미소소비자생활협동조합 참미소치과의원,"창원시 성산구 단정로 32, 한사랑빌딩 501,502호 (상남동)",128.683655433,35.219581321
치카푸카소아치과의원,"창원시 의창구 중동중앙로 83, 4층 401~404호 (중동)",128.627591436,35.259265813
스마트365치과의원,"창원시 의창구 중동중앙로 83, 디세븐파크 5층 505~511호 (중동)",128.627591436,35.259265813
이루다치과의원,"창원시 성산구 용지로153번길 10, 동원빌딩 6층 602호 (용호동)",128.680491306,35.229250851
국민45플란트치과의원,"창원시 성산구 상남로 126, 6층 601-602호 (상남동)",128.683633170,35.224089349
예인치과의원,"창원시 성산구 원이대로 581, 창원시 노동복지회관 3층 (용호동)",128.679027516,35.228674950
다온구강악안면외과치과의원,"창원시 의창구 지귀로 6, 4층 403,404,405호 (봉곡동)",128.648889722,35.243944296
크라운치과보철과치과의원,"창원시 의창구 중동중앙로 47, 어반브릭스 TOWER 4층 414~418호 (중동)",128.624969384,35.256643333
더끌림치과의원,"창원시 의창구 중동중앙로 47, 어반브릭스 STUDIO STREET MALL동 4층 4037,4038호 (중동)",128.624969384,35.256643333
카이스트용치과의원,"창원시 의창구 중동중앙로 47, 어반브릭스 STUDIO STREET MALL동 4층 4003호 (중동)",128.624969384,35.256643333
다함치과의원,"창원시 의창구 중동중앙로 47, 어반브릭스 STUDIO STREET MALL 4층 4001호 (중동)",128.624969384,35.256643333
유니치과의원,"창원시 의창구 중동중앙로 47, 어반브릭스 STUDIO STREET MALL 4층 4033,4034호 (중동)",128.624969384,35.256643333
우가주치과의원,"창원시 성산구 상남로 88, PWR빌딩 8층 (상남동)",128.681246525,35.221287810
대풍치과의원,"창원시 성산구 대암로 101, 대풍빌딩 4층 401호 (대방동)",128.707531847,35.216096150
365바른약속치과의원 창원도계점,"창원시 의창구 원이대로56번길 2-41, 4,5층 (도계동)",128.632427318,35.258540022
주남치과의원,"창원시 의창구 동읍 용잠로 17-1, 더힐빌딩 2층",128.686251008,35.279088022
우리홈치과의원,"창원시 의창구 창원대로 415, 삼성홈플러스 지하1층 (팔용동)",128.643616172,35.234037131
클린치과의원,"창원시 성산구 안민로117번길 16-1, 2층 (안민동)",128.690078098,35.187248225
삼성장학선치과의원,"창원시 성산구 가음로13번길 33, 남양종합상가 503호 (남양동)",128.700982036,35.213077641
탄탄플란트치과의원,"창원시 성산구 상남로 122, 롯데메디컬 4층 (상남동)",128.683329369,35.223715674
서울연치과의원,"창원시 성산구 상남로 132, 4층 (상남동)",128.683951969,35.224476754
화이트이(e)치과의원,"창원시 성산구 단정로 7, 밀레니엄타워 3층 (상남동)",128.681671568,35.221023922
성주늘푸른치과의원,"창원시 성산구 대암로 247, 더 스퀘어 B206호 (성주동)",128.711450711,35.203891393
정치과의원,"창원시 의창구 평산로207번길 4, 4층 405,406호 (서상동)",128.625893700,35.260200091
이고치과의원,"창원시 성산구 가음정로43번길 3, 4층 401,402호 (가음동, 더원빌딩)",128.689004582,35.209597366
특편한치과의원,"창원시 성산구 용지로133번길 5, 5층 (중앙동, 키다리빌딩 5층)",128.679274007,35.227464188
닥터오치과의원,"창원시 성산구 원이대로863번길 26, 4층 (가음동)",128.698133873,35.208097785
행복한수치과의원,"창원시 성산구 대암로 247, A동 302호 (성주동, 더스퀘어)",128.711450711,35.203891393
이좋은수치과의원,"창원시 의창구 도계로60번길 1, 2층 (도계동, 복음약국)",128.637738373,35.259023598
처음부터구강내과치과의원,"창원시 성산구 상남로 118, 5층 501호 (상남동, CNN타워)",128.683124456,35.223465935
최우수치과의원,"창원시 의창구 북면 감계로110번길 54-39 (화진빌딩 302,303,304호)",128.595558403,35.301569399
닥터함치과의원,창원시 의창구 북면 감계로 300 (코아상가 401호),128.593629957,35.301946022
휴플러스치과의원,창원시 의창구 북면 동곡로 17 (신천주빌딩301호),128.585288154,35.317937628
연세샤인치과의원,"창원시 성산구 원이대로 672 (상남동, 성인빌딩6층)",128.686653531,35.223404179
아이사랑치과의원,"창원시 성산구 중앙대로100번길 14 (상남동, 스타타워즈오피스텔201,202,203호)",128.681105583,35.222382791
상남으뜸플란트치과의원,"창원시 성산구 마디미로21번길 17 (상남동, 피아노빌딩 7층)",128.686227945,35.221685560
서울오치과의원,"창원시 의창구 북면 동전로 63 (현대힐프라자 401호,402호)",128.595561447,35.301886818
감계뉴욕치과의원,창원시 의창구 북면 감계로 304,128.594011859,35.301996939
이앤치과의원,"창원시 성산구 원이대로473번길 9, 노블파크아파트 2층 214.215.216호 (반림동)",128.669450321,35.234832637
서울바른 치과교정과치과의원,"창원시 성산구 중앙대로100번길 9 (상남동, 리베라컨벤션 5층)",128.680494170,35.223248268
뿌리내린치과의원,창원시 의창구 원이대로285번길 5 (봉곡동),128.651229063,35.242814424
로덴치과의원,창원시 의창구 팔용로 419 (팔용동),128.611922120,35.254401807
휴먼시아치과의원,창원시 의창구  대봉로  24 (봉림동),128.667287789,35.251308289
연세리더스치과교정과치과의원,"창원시 성산구 중앙대로 114, SC제일은행 2층 (상남동)",128.681045669,35.224194104
현부부치과의원,창원시 성산구 가음로15번길 38 (남양동),128.701614503,35.212580087
서울하얀나라치과의원,창원시 성산구 마디미로21번길 17 (상남동),128.686227945,35.221685560
즐거운나치과의원,"창원시 의창구 평산로 215, 문정빌딩 6층 (서상동)",128.626073407,35.260637883
예성윤치과의원,"창원시 성산구 단정로 22, 더센텀 303호 (상남동)",128.682784219,35.219902449
리즈치과의원,창원시 성산구 가양로 124 (대방동),,
굿위브치과의원,"창원시 의창구 도계로 135 (명서동, 두산위브아파트)",128.643057817,35.253137920
스카이치과의원,"창원시 성산구 동산로 122 (상남동, 스카이웰빙파크210호)",128.690591677,35.218627502
어울림치과의원,"창원시 성산구 원이대로682번길 8 (상남동, SH빌딩401호)",128.686891106,35.222533965
창원유앤미치과의원,"창원시 성산구 삼정자로43번길 2 (성주동, 성산빌딩502호)",128.711038824,35.198303943
좋은하루치과의원,창원시 성산구 반송로 150 (반림동),128.671815642,35.235978614
파티마치과의원,창원시 성산구 동산로 124 (상남동),128.691613625,35.219342021
유디치과의원,"창원시 성산구 중앙대로 104 (상남동, 마이우스오피스텔202,203,204,205,206호)",128.680927665,35.223474669
스마일100치과의원,"창원시 성산구 중앙대로 123 (중앙동, 롯데마트4층)",128.680248253,35.225522669
신세계치과의원,"창원시 성산구 창이대로 733 (사파동, 사파동성아파트 상가 A동 305,306호)",128.702142202,35.219592111
굿플란트치과의원,"창원시 성산구 원이대로 320 (대원동, 더시티세븐 T-701호)",128.654419062,35.239661992
서울어린이치과의원,"창원시 성산구 원이대로 595, 고운메디컬빌딩 7층 701호 (용호동)",128.680165931,35.228009038
서원치과의원,"창원시 의창구 반계로 97 (팔용동, 창대빌딩)",128.616039370,35.253895883
예미담치과의원,"창원시 성산구 원이대로 670 (상남동, 삼육빌딩)",128.686467848,35.223507267
참조은치과의원,"창원시 의창구 창이대로 201 (봉곡동, 수득빌딩)",128.659447773,35.245009428
